uniqueid,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,staxids
1081,Met17.2;size=1;,gi|332801940|gb|JF793220.1|,99.042,313,3,0,1,313,345,657,3.38E-156,562,1031123
1082,Met17.2;size=1;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
1083,Met17.2;size=1;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
1084,Met180.1;size=4;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
1085,Met180.1;size=4;,gi|157863080|gb|EF555594.1|,100,285,0,0,29,313,1,285,1.23E-145,527,460827
1086,Met180.1;size=4;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
1087,Met180.2;size=4;,gi|332801940|gb|JF793220.1|,98.403,313,5,0,1,313,345,657,7.32E-153,551,1031123
1088,Met180.2;size=4;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
1089,Met180.2;size=4;,gi|157863082|gb|EF555595.1|,99.291,282,2,0,32,313,1,282,1.24E-140,510,460827
1090,Met180.3;size=4;,gi|332801940|gb|JF793220.1|,98.403,313,5,0,1,313,345,657,7.32E-153,551,1031123
1091,Met180.3;size=4;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
1092,Met180.3;size=4;,gi|157863082|gb|EF555595.1|,99.291,282,2,0,32,313,1,282,1.24E-140,510,460827
1093,Met180.4;size=4;,gi|332801940|gb|JF793220.1|,98.083,313,5,1,1,312,345,657,1.22E-150,544,1031123
1094,Met180.4;size=4;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,28,312,1,285,5.72E-144,521,460827
1095,Met180.4;size=4;,gi|157863082|gb|EF555595.1|,99.291,282,2,0,31,312,1,282,1.24E-140,510,460827
1096,Met181.1;size=2;,gi|332801940|gb|JF793220.1|,99.681,313,1,0,1,313,345,657,1.56E-159,573,1031123
1097,Met181.1;size=2;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
1098,Met181.1;size=2;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
1099,Met181.2;size=2;,gi|332801940|gb|JF793220.1|,98.408,314,4,1,1,314,345,657,7.34E-153,551,1031123
1100,Met181.2;size=2;,gi|157863082|gb|EF555595.1|,98.587,283,3,1,32,314,1,282,2.70E-137,499,460827
1101,Met181.2;size=2;,gi|157863080|gb|EF555594.1|,98.252,286,4,1,29,314,1,285,2.70E-137,499,460827
1102,Met182.1;size=1;,gi|332801940|gb|JF793220.1|,98.403,313,5,0,1,313,345,657,7.32E-153,551,1031123
1103,Met182.1;size=1;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
1104,Met182.1;size=1;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
1105,Met183.1;size=2;,gi|332801940|gb|JF793220.1|,99.042,313,3,0,1,313,345,657,3.38E-156,562,1031123
1106,Met183.1;size=2;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
1107,Met183.1;size=2;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
1108,Met183.2;size=2;,gi|332801940|gb|JF793220.1|,99.038,312,3,0,1,312,345,656,1.22E-155,560,1031123
1109,Met183.2;size=2;,gi|157863082|gb|EF555595.1|,100,281,0,0,32,312,1,281,2.06E-143,520,460827
1110,Met183.2;size=2;,gi|157863080|gb|EF555594.1|,99.648,284,1,0,29,312,1,284,2.06E-143,520,460827
1111,Met18.1;size=2;,gi|1070691325|gb|KX051778.1|,100,313,0,0,1,313,346,658,3.36E-161,579,1899651;1899657;1899659;1899682
1112,Met18.1;size=2;,gi|1739248015|dbj|LC467497.1|,99.673,306,1,0,1,306,338,643,1.22E-155,560,51522
1113,Met18.1;size=2;,gi|1739248013|dbj|LC467496.1|,99.673,306,1,0,1,306,338,643,1.22E-155,560,51522
1114,Met18.2;size=2;,gi|1070691325|gb|KX051778.1|,99.681,313,1,0,1,313,346,658,1.56E-159,573,1899651;1899657;1899659;1899682
1115,Met18.2;size=2;,gi|1739248015|dbj|LC467497.1|,99.346,306,2,0,1,306,338,643,5.66E-154,555,51522
1116,Met18.2;size=2;,gi|1739248013|dbj|LC467496.1|,99.346,306,2,0,1,306,338,643,5.66E-154,555,51522
1117,Met193.1;size=3;,gi|1070691325|gb|KX051778.1|,99.681,313,1,0,1,313,346,658,1.56E-159,573,1899651;1899657;1899659;1899682
1118,Met193.1;size=3;,gi|1739248015|dbj|LC467497.1|,99.346,306,2,0,1,306,338,643,5.66E-154,555,51522
1119,Met193.1;size=3;,gi|1739248013|dbj|LC467496.1|,99.346,306,2,0,1,306,338,643,5.66E-154,555,51522
1120,Met193.2;size=3;,gi|1070691325|gb|KX051778.1|,99.361,313,2,0,1,313,346,658,7.27E-158,568,1899651;1899657;1899659;1899682
1121,Met193.2;size=3;,gi|1739248015|dbj|LC467497.1|,99.02,306,3,0,1,306,338,643,2.63E-152,549,51522
1122,Met193.2;size=3;,gi|1739248013|dbj|LC467496.1|,99.02,306,3,0,1,306,338,643,2.63E-152,549,51522
1123,Met193.3;size=3;,gi|1070691325|gb|KX051778.1|,100,313,0,0,1,313,346,658,3.36E-161,579,1899651;1899657;1899659;1899682
1124,Met193.3;size=3;,gi|1739248015|dbj|LC467497.1|,99.673,306,1,0,1,306,338,643,1.22E-155,560,51522
1125,Met193.3;size=3;,gi|1739248013|dbj|LC467496.1|,99.673,306,1,0,1,306,338,643,1.22E-155,560,51522
1126,Met194.1;size=1;,gi|1799706669|gb|MN593345.1|,86.901,313,41,0,1,313,6553,6865,7.97E-93,351,1758292
1127,Met194.1;size=1;,gi|998151058|gb|KU168424.1|,86.901,313,41,0,1,313,16115,15803,7.97E-93,351,1802957
1128,Met194.1;size=1;,gi|589583198|gb|KC888822.1|,86.817,311,41,0,3,313,578,888,1.03E-91,348,438356
1129,Met194.2;size=1;,gi|1803131577|gb|MN935430.1|,99.681,313,1,0,1,313,6297,6609,1.56E-159,573,9606
1130,Met194.2;size=1;,gi|1802476243|gb|MN706607.1|,99.681,313,1,0,1,313,6295,6607,1.56E-159,573,9606
1131,Met194.2;size=1;,gi|1802476229|gb|MN706606.1|,99.681,313,1,0,1,313,6295,6607,1.56E-159,573,9606
1132,Met194.3;size=1;,gi|974005450|ref|NG_046422.1|,100,356,0,0,1,356,273,628,0,658,9606
1133,Met194.3;size=1;,gi|21070658|gb|AC092278.3|,100,356,0,0,1,356,4607,4252,0,658,9606
1134,Met194.3;size=1;,gi|25989063|gb|AC113407.2|,100,356,0,0,1,356,183065,182710,0,658,9606
1135,Met194.4;size=1;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
1136,Met194.4;size=1;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
1137,Met194.4;size=1;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
1138,Met196.1;size=3;,gi|332801940|gb|JF793220.1|,99.042,313,3,0,1,313,345,657,3.38E-156,562,1031123
1139,Met196.1;size=3;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
1140,Met196.1;size=3;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
1141,Met196.2;size=3;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
1142,Met196.2;size=3;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
1143,Met196.2;size=3;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
1144,Met196.3;size=3;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
1145,Met196.3;size=3;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
1146,Met196.3;size=3;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
1147,Met197.1;size=3;,gi|332801940|gb|JF793220.1|,99.042,313,3,0,1,313,345,657,3.38E-156,562,1031123
1148,Met197.1;size=3;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
1149,Met197.1;size=3;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
1150,Met197.2;size=3;,gi|332801940|gb|JF793220.1|,98.403,313,5,0,1,313,345,657,7.32E-153,551,1031123
1151,Met197.2;size=3;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
1152,Met197.2;size=3;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
1153,Met198.1;size=4;,gi|332801940|gb|JF793220.1|,99.032,310,3,0,1,310,345,654,1.57E-154,556,1031123
1154,Met198.1;size=4;,gi|157863082|gb|EF555595.1|,100,279,0,0,32,310,1,279,2.67E-142,516,460827
1155,Met198.1;size=4;,gi|157863080|gb|EF555594.1|,99.645,282,1,0,29,310,1,282,2.67E-142,516,460827
1156,Met198.2;size=4;,gi|332801940|gb|JF793220.1|,98.722,313,3,1,1,313,345,656,5.68E-154,555,1031123
1157,Met198.2;size=4;,gi|157863082|gb|EF555595.1|,99.645,282,0,1,32,313,1,281,9.64E-142,514,460827
1158,Met198.2;size=4;,gi|157863080|gb|EF555594.1|,99.298,285,1,1,29,313,1,284,9.64E-142,514,460827
1159,Met198.3;size=4;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
1160,Met198.3;size=4;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
1161,Met198.3;size=4;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
1162,Met198.4;size=1;,gi|1405682395|gb|MF885507.1|,85.915,284,40,0,25,308,371,654,2.25E-78,303,2214461
1163,Met198.4;size=1;,gi|1597417365|gb|MK047670.1|,85.866,283,40,0,23,305,332,614,8.11E-78,302,38782
1164,Met198.4;size=1;,gi|1597417363|gb|MK047669.1|,85.866,283,40,0,23,305,351,633,8.11E-78,302,38782
1165,Met19.2;size=2;,gi|332801940|gb|JF793220.1|,99.361,313,2,0,1,313,345,657,7.27E-158,568,1031123
1166,Met19.2;size=2;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
1167,Met19.2;size=2;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
1168,Met19.3;size=1;,gi|221079497|gb|EU982147.1|,98.221,281,5,0,33,313,1,281,4.50E-135,492,46472
1169,Met19.3;size=1;,gi|1249090616|ref|XM_022727749.1|,93.269,312,21,0,1,312,9,320,1.27E-125,460,1073090
1170,Met19.3;size=1;,gi|1795656097|gb|CP047257.1|,92.88,309,22,0,1,309,10204,10512,2.75E-122,449,5059
1171,Met19.5;size=2;,gi|332801940|gb|JF793220.1|,99.681,313,1,0,1,313,345,657,1.56E-159,573,1031123
1172,Met19.5;size=2;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
1173,Met19.5;size=2;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
1174,Met20.1;size=1;,gi|332801940|gb|JF793220.1|,95.527,313,14,0,1,313,345,657,7.47E-138,501,1031123
1175,Met20.1;size=1;,gi|157863080|gb|EF555594.1|,95.789,285,12,0,29,313,1,285,1.27E-125,460,460827
1176,Met20.1;size=1;,gi|157863082|gb|EF555595.1|,95.39,282,13,0,32,313,1,282,2.75E-122,449,460827
1177,Met20.2;size=1;,gi|332801940|gb|JF793220.1|,99.042,313,3,0,1,313,345,657,3.38E-156,562,1031123
1178,Met20.2;size=1;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
1179,Met20.2;size=1;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
1180,Met22.1;size=1;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
1181,Met22.1;size=1;,gi|157863080|gb|EF555594.1|,100,285,0,0,29,313,1,285,1.23E-145,527,460827
1182,Met22.1;size=1;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
1183,Met28.1;size=2;,gi|332801940|gb|JF793220.1|,99.042,313,3,0,1,313,345,657,3.38E-156,562,1031123
1184,Met28.1;size=2;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
1185,Met28.1;size=2;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
1186,Met28.2;size=2;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
1187,Met28.2;size=2;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
1188,Met28.2;size=2;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
1189,Met29.1;size=1;,gi|332801940|gb|JF793220.1|,98.718,312,4,0,1,312,345,656,5.66E-154,555,1031123
1190,Met29.1;size=1;,gi|157863082|gb|EF555595.1|,99.644,281,1,0,32,312,1,281,9.60E-142,514,460827
1191,Met29.1;size=1;,gi|157863080|gb|EF555594.1|,99.296,284,2,0,29,312,1,284,9.60E-142,514,460827
1192,Met30.1;size=2;,gi|332801940|gb|JF793220.1|,99.042,313,3,0,1,313,345,657,3.38E-156,562,1031123
1193,Met30.1;size=2;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
1194,Met30.1;size=2;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
1195,Met30.2;size=2;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
1196,Met30.2;size=2;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
1197,Met30.2;size=2;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
1198,Met31.1;size=1;,gi|1409970772|gb|MF928832.1|,94.249,313,18,0,1,313,95,407,3.50E-131,479,2249798
1199,Met31.1;size=1;,gi|1409970752|gb|MF928822.1|,93.291,313,21,0,1,313,41,353,2.73E-127,466,2249797
1200,Met31.1;size=1;,gi|854892122|gb|KP845857.1|,89.068,311,34,0,3,313,27,337,2.18E-103,387,1675507
1201,Met32.1;size=1;,gi|332801940|gb|JF793220.1|,98.392,311,5,0,3,313,347,657,9.47E-152,547,1031123
1202,Met32.1;size=1;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
1203,Met32.1;size=1;,gi|157863082|gb|EF555595.1|,99.291,282,2,0,32,313,1,282,1.24E-140,510,460827
1204,Met41.1;size=1;,gi|1675202507|gb|MK154788.1|,92.013,313,23,2,1,312,346,657,5.94E-119,438,2584359
1205,Met41.1;size=1;,gi|1747251017|ref|NC_044653.1|,90.415,313,30,0,1,313,1523,1835,3.60E-111,412,1112442
1206,Met41.1;size=1;,gi|1675202683|gb|MK154876.1|,90.385,312,30,0,2,313,347,658,1.30E-110,411,941796
1207,Met48.1;size=1;,gi|1357261521|gb|MG272733.1|,100,312,0,0,1,312,6296,6607,1.20E-160,577,9606
1208,Met48.1;size=1;,gi|1357260303|gb|MG272646.1|,100,312,0,0,1,312,6297,6608,1.20E-160,577,9606
1209,Met48.1;size=1;,gi|1357260149|gb|MG272635.1|,100,312,0,0,1,312,6296,6607,1.20E-160,577,9606
1210,Met49.1;size=1;,gi|1803131577|gb|MN935430.1|,100,312,0,0,1,312,6298,6609,1.20E-160,577,9606
1211,Met49.1;size=1;,gi|1802476243|gb|MN706607.1|,100,312,0,0,1,312,6296,6607,1.20E-160,577,9606
1212,Met49.1;size=1;,gi|1802476229|gb|MN706606.1|,100,312,0,0,1,312,6296,6607,1.20E-160,577,9606
1213,Met50.1;size=1;,gi|1707918569|gb|MK420161.1|,93.269,312,21,0,2,313,347,658,1.27E-125,460,2508608
1214,Met50.1;size=1;,gi|77377368|gb|DQ146880.1|,99.216,255,2,0,1,255,302,556,1.27E-125,460,345703
1215,Met50.1;size=1;,gi|77377358|gb|DQ146875.1|,98.824,255,3,0,1,255,302,556,5.90E-124,455,349051
1216,Met51.1;size=1;,gi|19879596|gb|AY074902.1|,99.681,313,1,0,1,313,393,705,1.56E-159,573,186149
1217,Met51.1;size=1;,gi|19879599|gb|AY074903.1|,98.077,312,6,0,2,313,394,705,1.22E-150,544,186150
1218,Met51.1;size=1;,gi|1036031441|gb|AH011508.2|,96.141,311,12,0,3,313,430,740,4.47E-140,508,186146
1219,Met51.2;size=1;,gi|1496531422|gb|MG766255.1|,99.681,313,1,0,1,313,350,662,1.56E-159,573,6956
1220,Met51.2;size=1;,gi|1496531420|gb|MG766254.1|,99.681,313,1,0,1,313,350,662,1.56E-159,573,6956
1221,Met51.2;size=1;,gi|1496531418|gb|MG766253.1|,99.681,313,1,0,1,313,350,662,1.56E-159,573,6956
1222,Met54.1;size=1;,gi|1789850653|gb|MK937053.1|,99.361,313,2,0,1,313,5750,6062,7.27E-158,568,9612
1223,Met54.1;size=1;,gi|1789850639|gb|MK937052.1|,99.361,313,2,0,1,313,5750,6062,7.27E-158,568,9612
1224,Met54.1;size=1;,gi|1789850611|gb|MK937050.1|,99.361,313,2,0,1,313,5750,6062,7.27E-158,568,9612
1225,Met54.2;size=1;,gi|1249090616|ref|XM_022727749.1|,91.987,312,25,0,2,313,10,321,5.94E-119,438,1073090
1226,Met54.2;size=1;,gi|807202836|gb|KP725058.1|,91.987,312,25,0,2,313,4386,4697,5.94E-119,438,5059
1227,Met54.2;size=1;,gi|698855037|gb|KM245566.1|,91.987,312,25,0,2,313,4851,5162,5.94E-119,438,40382
1228,Met56.1;size=1;,gi|77377352|gb|DQ146872.1|,100,255,0,0,1,255,302,556,5.86E-129,472,349051
1229,Met56.1;size=1;,gi|77377346|gb|DQ146869.1|,100,255,0,0,1,255,302,556,5.86E-129,472,349051
1230,Met56.1;size=1;,gi|77377370|gb|DQ146881.1|,99.608,255,1,0,1,255,302,556,2.73E-127,466,345700
1231,Met58.1;size=1;,gi|1564980462|emb|LR026995.1|,93.291,313,21,0,1,313,3351957,3352269,3.53E-126,462,62690
1232,Met58.1;size=1;,gi|218138607|gb|FJ501249.1|,93.291,313,21,0,1,313,253,565,3.53E-126,462,78410
1233,Met58.1;size=1;,gi|1081699175|gb|KX931017.1|,92.652,313,23,0,1,313,6897,7209,7.63E-123,451,1909432
1234,Met59.1;size=1;,gi|1795656097|gb|CP047257.1|,91.987,312,25,0,2,313,10205,10516,5.94E-119,438,5059
1235,Met59.1;size=1;,gi|1610619022|ref|NC_041445.1|,91.987,312,25,0,2,313,19578,19889,5.94E-119,438,5067
1236,Met59.1;size=1;,gi|1578792597|gb|MK124769.1|,91.987,312,25,0,2,313,19578,19889,5.94E-119,438,5067
1237,Met60.1;size=1;,gi|332801940|gb|JF793220.1|,99.042,313,3,0,1,313,345,657,3.38E-156,562,1031123
1238,Met60.1;size=1;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
1239,Met60.1;size=1;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
1240,Met61.2;size=1;,gi|1409970772|gb|MF928832.1|,98.722,313,4,0,1,313,95,407,1.57E-154,556,2249798
1241,Met61.2;size=1;,gi|1409970752|gb|MF928822.1|,97.444,313,8,0,1,313,41,353,5.70E-149,538,2249797
1242,Met61.2;size=1;,gi|261277588|gb|FJ590522.1|,98.276,232,4,0,1,232,317,548,1.68E-109,407,70808
1243,Met62.1;size=2;,gi|332801940|gb|JF793220.1|,98.403,313,5,0,1,313,345,657,7.32E-153,551,1031123
1244,Met62.1;size=2;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
1245,Met62.1;size=2;,gi|157863082|gb|EF555595.1|,99.291,282,2,0,32,313,1,282,1.24E-140,510,460827
1246,Met62.2;size=2;,gi|332801940|gb|JF793220.1|,98.403,313,5,0,1,313,345,657,7.32E-153,551,1031123
1247,Met62.2;size=2;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
1248,Met62.2;size=2;,gi|157863082|gb|EF555595.1|,99.291,282,2,0,32,313,1,282,1.24E-140,510,460827
1249,Met63.1;size=2;,gi|332801940|gb|JF793220.1|,99.042,313,3,0,1,313,345,657,3.38E-156,562,1031123
1250,Met63.1;size=2;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
1251,Met63.1;size=2;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
1252,Met63.2;size=2;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
1253,Met63.2;size=2;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
1254,Met63.2;size=2;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
1255,Met64.1;size=2;,gi|332801940|gb|JF793220.1|,99.361,313,2,0,1,313,345,657,7.27E-158,568,1031123
1256,Met64.1;size=2;,gi|157863082|gb|EF555595.1|,99.291,282,2,0,32,313,1,282,1.24E-140,510,460827
1257,Met64.1;size=2;,gi|157863080|gb|EF555594.1|,98.947,285,3,0,29,313,1,285,1.24E-140,510,460827
1258,Met64.2;size=2;,gi|332801940|gb|JF793220.1|,99.681,313,1,0,1,313,345,657,1.56E-159,573,1031123
1259,Met64.2;size=2;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
1260,Met64.2;size=2;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
1261,Met65.1;size=1;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
1262,Met65.1;size=1;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
1263,Met65.1;size=1;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
1264,Met66.1;size=1;,gi|332801940|gb|JF793220.1|,99.042,313,3,0,1,313,345,657,3.38E-156,562,1031123
1265,Met66.1;size=1;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
1266,Met66.1;size=1;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
1267,Met67.1;size=2;,gi|332801940|gb|JF793220.1|,99.042,313,3,0,1,313,345,657,3.38E-156,562,1031123
1268,Met67.1;size=2;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
1269,Met67.1;size=2;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
1270,Met67.2;size=2;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
1271,Met67.2;size=2;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
1272,Met67.2;size=2;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
1273,Met68.1;size=2;,gi|332801940|gb|JF793220.1|,99.042,313,3,0,1,313,345,657,3.38E-156,562,1031123
1274,Met68.1;size=2;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
1275,Met68.1;size=2;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
1276,Met68.2;size=2;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
1277,Met68.2;size=2;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
1278,Met68.2;size=2;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
1279,Met69.1;size=2;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
1280,Met69.1;size=2;,gi|157863080|gb|EF555594.1|,100,285,0,0,29,313,1,285,1.23E-145,527,460827
1281,Met69.1;size=2;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
1282,Met69.2;size=2;,gi|332801940|gb|JF793220.1|,97.444,313,8,0,1,313,345,657,7.37E-148,534,1031123
1283,Met69.2;size=2;,gi|157863080|gb|EF555594.1|,99.293,283,2,0,31,313,3,285,3.45E-141,512,460827
1284,Met69.2;size=2;,gi|157863082|gb|EF555595.1|,98.936,282,3,0,32,313,1,282,5.78E-139,505,460827
1285,Met70.1;size=1;,gi|332801940|gb|JF793220.1|,98.403,313,5,0,1,313,345,657,7.32E-153,551,1031123
1286,Met70.1;size=1;,gi|157863080|gb|EF555594.1|,100,285,0,0,29,313,1,285,1.23E-145,527,460827
1287,Met70.1;size=1;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
1288,Met71.1;size=1;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
1289,Met71.1;size=1;,gi|157863080|gb|EF555594.1|,100,285,0,0,29,313,1,285,1.23E-145,527,460827
1290,Met71.1;size=1;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
1291,Met72.1;size=2;,gi|332801940|gb|JF793220.1|,99.042,313,3,0,1,313,345,657,3.38E-156,562,1031123
1292,Met72.1;size=2;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
1293,Met72.1;size=2;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
1294,Met72.2;size=2;,gi|332801940|gb|JF793220.1|,98.403,313,4,1,1,312,345,657,2.62E-152,549,1031123
1295,Met72.2;size=2;,gi|157863080|gb|EF555594.1|,99.649,285,0,1,29,312,1,285,2.06E-143,520,460827
1296,Met72.2;size=2;,gi|157863082|gb|EF555595.1|,99.645,282,0,1,32,312,1,282,9.57E-142,514,460827
1297,Met73.1;size=1;,gi|332801940|gb|JF793220.1|,99.042,313,3,0,1,313,345,657,3.38E-156,562,1031123
1298,Met73.1;size=1;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
1299,Met73.1;size=1;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
1300,Met74.1;size=2;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
1301,Met74.1;size=2;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
1302,Met74.1;size=2;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
